ID;Target
ID00999;0
ID01000;1
ID01001;0
ID01002;0
ID01003;0
ID01004;0
ID01005;0
ID01006;1
ID01007;0
ID01008;0
ID01009;0
ID01010;1
ID01011;0
ID01012;0
ID01013;0
ID01014;0
ID01015;0
ID01016;1
ID01017;0
ID01018;1
ID01019;0
ID01020;0
ID01021;0
ID01022;0
ID01023;0
ID01024;0
ID01025;0
ID01026;0
ID01027;1
ID01028;1
ID01029;1
ID01030;0
ID01031;0
ID01032;1
ID01033;1
ID01034;0
ID01035;0
ID01036;1
ID01037;0
ID01038;1
ID01039;1
ID01040;0
ID01041;0
ID01042;1
ID01043;0
ID01044;0
ID01045;0
ID01046;0
ID01047;1
ID01048;1
ID01049;0
ID01050;0
ID01051;0
ID01052;0
ID01053;0
ID01054;1
ID01055;0
ID01056;1
ID01057;1
ID01058;0
ID01059;1
ID01060;0
ID01061;0
ID01062;1
ID01063;0
ID01064;0
ID01065;0
ID01066;0
ID01067;1
ID01068;0
ID01069;0
ID01070;0
ID01071;0
ID01072;1
ID01073;1
ID01074;1
ID01075;1
ID01076;0
ID01077;1
ID01078;1
ID01079;0
ID01080;0
ID01081;0
ID01082;0
ID01083;0
ID01084;0
ID01085;0
ID01086;1
ID01087;0
ID01088;0
ID01089;0
ID01090;0
ID01091;1
ID01092;0
ID01093;0
ID01094;0
ID01095;0
ID01096;0
ID01097;0
ID01098;0
ID01099;0
ID01100;0
ID01101;0
ID01102;0
ID01103;0
ID01104;1
ID01105;0
ID01106;0
ID01107;1
ID01108;1
ID01109;0
ID01110;0
ID01111;0
ID01112;1
ID01113;1
ID01114;0
ID01115;1
ID01116;1
ID01117;1
ID01118;1
ID01119;1
ID01120;0
ID01121;0
ID01122;0
ID01123;1
ID01124;0
ID01125;0
ID01126;0
ID01127;0
ID01128;0
ID01129;0
ID01130;0
ID01131;1
ID01132;0
ID01133;0
ID01134;0
ID01135;0
ID01136;0
ID01137;0
ID01138;0
ID01139;1
ID01140;0
ID01141;1
ID01142;0
ID01143;1
ID01144;0
ID01145;0
ID01146;1
ID01147;0
ID01148;0
ID01149;0
ID01150;0
ID01151;1
ID01152;0
ID01153;0
ID01154;0
ID01155;1
ID01156;0
ID01157;0
ID01158;1
ID01159;0
ID01160;0
ID01161;0
ID01162;1
ID01163;0
ID01164;0
ID01165;0
ID01166;0
ID01167;0
ID01168;0
ID01169;0
ID01170;0
ID01171;0
ID01172;0
ID01173;0
ID01174;0
ID01175;0
ID01176;0
ID01177;1
ID01178;1
ID01179;0
ID01180;1
ID01181;1
ID01182;1
ID01183;1
ID01184;0
ID01185;0
ID01186;0
ID01187;0
ID01188;0
ID01189;0
ID01190;0
ID01191;1
ID01192;1
ID01193;0
ID01194;1
ID01195;0
ID01196;1
ID01197;0
ID01198;1
ID01199;0
ID01200;0
ID01201;0
ID01202;1
ID01203;0
ID01204;0
ID01205;1
ID01206;1
ID01207;0
ID01208;0
ID01209;1
ID01210;0
ID01211;1
ID01212;0
ID01213;0
ID01214;1
ID01215;1
ID01216;0
ID01217;0
ID01218;0
ID01219;0
ID01220;0
ID01221;0
ID01222;0
ID01223;0
ID01224;1
ID01225;1
ID01226;1
ID01227;0
ID01228;0
ID01229;1
ID01230;0
ID01231;0
ID01232;1
ID01233;0
ID01234;1
ID01235;1
ID01236;1
ID01237;0
ID01238;1
ID01239;0
ID01240;1
ID01241;1
ID01242;1
ID01243;0
ID01244;1
ID01245;0
ID01246;0
ID01247;0
ID01248;0
ID01249;1
ID01250;0
ID01251;0
ID01252;1
ID01253;0
ID01254;0
ID01255;1
ID01256;0
ID01257;1
ID01258;0
ID01259;0
ID01260;0
ID01261;0
ID01262;0
ID01263;0
ID01264;0
ID01265;1
ID01266;0
ID01267;0
ID01268;1
ID01269;1
ID01270;1
ID01271;0
ID01272;0
ID01273;0
ID01274;0
ID01275;0
ID01276;0
ID01277;0
ID01278;0
ID01279;1
ID01280;1
ID01281;0
ID01282;0
ID01283;1
ID01284;0
ID01285;0
ID01286;1
ID01287;1
ID01288;0
ID01289;1
ID01290;1
ID01291;0
ID01292;0
ID01293;1
ID01294;1
ID01295;0
ID01296;0
ID01297;0
ID01298;0
ID01299;0
ID01300;0
ID01301;0
ID01302;0
ID01303;0
ID01304;0
ID01305;0
ID01306;1
ID01307;1
ID01308;0
ID01309;0
ID01310;0
ID01311;0
ID01312;0
ID01313;1
ID01314;0
ID01315;0
ID01316;1
ID01317;0
ID01318;0
ID01319;0
ID01320;0
ID01321;0
ID01322;1
ID01323;1
ID01324;0
ID01325;0
ID01326;1
ID01327;0
ID01328;1
ID01329;0
ID01330;0
ID01331;0
ID01332;0
ID01333;0
ID01334;1
ID01335;0
ID01336;0
ID01337;1
ID01338;1
ID01339;1
ID01340;1
ID01341;0
ID01342;0
ID01343;0
ID01344;0
ID01345;0
ID01346;0
ID01347;0
ID01348;1
ID01349;0
ID01350;0
ID01351;0
ID01352;0
ID01353;0
ID01354;0
ID01355;1
ID01356;0
ID01357;0
ID01358;0
ID01359;1
ID01360;1
ID01361;0
ID01362;0
ID01363;0
ID01364;1
ID01365;0
ID01366;0
ID01367;0
ID01368;1
ID01369;0
ID01370;0
ID01371;0
ID01372;0
ID01373;0
ID01374;0
ID01375;0
ID01376;0
ID01377;1
ID01378;1
ID01379;0
ID01380;0
ID01381;1
ID01382;1
ID01383;0
ID01384;0
ID01385;0
ID01386;0
ID01387;1
ID01388;0
ID01389;1
ID01390;1
ID01391;0
ID01392;1
ID01393;0
ID01394;0
ID01395;0
ID01396;1
ID01397;0
ID01398;1
ID01399;1
ID01400;0
ID01401;0
ID01402;0
ID01403;0
ID01404;0
ID01405;1
ID01406;0
ID01407;0
ID01408;1
ID01409;1
ID01410;1
ID01411;1
ID01412;0
ID01413;0
ID01414;0
ID01415;0
ID01416;0
ID01417;0
ID01418;0
ID01419;0
ID01420;1
ID01421;1
ID01422;1
ID01423;0
ID01424;1
ID01425;0
ID01426;0
ID01427;0
ID01428;0
ID01429;1
ID01430;0
ID01431;0
ID01432;1
ID01433;0
ID01434;0
ID01435;0
ID01436;1
ID01437;1
ID01438;1
ID01439;0
ID01440;1
ID01441;1
ID01442;0
ID01443;0
ID01444;0
ID01445;1
ID01446;0
ID01447;0
ID01448;0
ID01449;1
ID01450;0
ID01451;1
ID01452;0
ID01453;1
ID01454;1
ID01455;1
ID01456;0
ID01457;0
ID01458;0
ID01459;1
ID01460;0
ID01461;0
ID01462;0
ID01463;1
ID01464;0
ID01465;0
ID01466;0
ID01467;1
ID01468;0
ID01469;1
ID01470;1
ID01471;0
ID01472;1
ID01473;0
ID01474;0
ID01475;1
ID01476;0
ID01477;0
ID01478;0
ID01479;0
ID01480;1
ID01481;0
ID01482;1
ID01483;0
ID01484;0
ID01485;0
ID01486;0
ID01487;1
ID01488;1
ID01489;0
ID01490;1
ID01491;0
ID01492;0
ID01493;0
ID01494;0
ID01495;1
ID01496;0
ID01497;1
ID01498;0
ID01499;0
ID01500;0
ID01501;0
ID01502;0
ID01503;0
ID01504;0
ID01505;1
ID01506;0
ID01507;1
ID01508;0
ID01509;0
ID01510;1
ID01511;0
ID01512;0
ID01513;0
ID01514;0
ID01515;1
ID01516;0
ID01517;0
ID01518;0
ID01519;1
ID01520;1
ID01521;0
ID01522;1
ID01523;1
ID01524;0
ID01525;0
ID01526;0
ID01527;1
ID01528;0
ID01529;1
ID01530;0
ID01531;1
ID01532;0
ID01533;0
ID01534;0
ID01535;0
ID01536;0
ID01537;0
ID01538;0
ID01539;0
ID01540;0
ID01541;1
ID01542;0
ID01543;1
ID01544;0
ID01545;0
ID01546;0
ID01547;0
ID01548;0
ID01549;0
ID01550;1
ID01551;1
ID01552;0
ID01553;1
ID01554;0
ID01555;0
ID01556;0
ID01557;1
ID01558;0
ID01559;1
ID01560;0
ID01561;1
ID01562;0
ID01563;0
ID01564;0
ID01565;0
ID01566;1
ID01567;1
ID01568;0
ID01569;0
ID01570;0
ID01571;0
ID01572;0
ID01573;0
ID01574;1
ID01575;0
ID01576;0
ID01577;1
ID01578;0
ID01579;0
ID01580;1
ID01581;1
ID01582;0
ID01583;0
ID01584;1
ID01585;0
ID01586;1
ID01587;0
ID01588;0
ID01589;0
ID01590;0
ID01591;0
ID01592;0
ID01593;0
ID01594;0
ID01595;0
ID01596;1
ID01597;1
ID01598;1
ID01599;1
ID01600;0
ID01601;1
ID01602;0
ID01603;0
ID01604;1
ID01605;0
ID01606;1
ID01607;0
ID01608;1
ID01609;0
ID01610;0
ID01611;1
ID01612;0
ID01613;0
ID01614;1
ID01615;0
ID01616;0
ID01617;0
ID01618;0
ID01619;1
ID01620;0
ID01621;0
ID01622;1
ID01623;1
ID01624;1
ID01625;0
ID01626;0
ID01627;1
ID01628;0
ID01629;0
ID01630;0
ID01631;0
ID01632;1
ID01633;0
ID01634;0
ID01635;1
ID01636;1
ID01637;1
ID01638;0
ID01639;0
ID01640;0
ID01641;0
ID01642;1
ID01643;0
ID01644;0
ID01645;1
ID01646;1
ID01647;1
ID01648;0
ID01649;0
ID01650;0
ID01651;0
ID01652;1
ID01653;1
ID01654;0
ID01655;0
ID01656;0
ID01657;0
ID01658;0
ID01659;0
ID01660;1
ID01661;0
ID01662;0
ID01663;0
ID01664;0
ID01665;0
ID01666;0
ID01667;0
ID01668;0
ID01669;0
ID01670;1
ID01671;1
ID01672;0
ID01673;0
ID01674;1
ID01675;0
ID01676;0
ID01677;1
ID01678;1
ID01679;1
ID01680;1
ID01681;0
ID01682;0
ID01683;0
ID01684;0
ID01685;0
ID01686;1
ID01687;0
ID01688;0
ID01689;1
ID01690;1
ID01691;0
ID01692;0
ID01693;1
ID01694;1
ID01695;0
ID01696;0
ID01697;1
ID01698;1
ID01699;0
ID01700;0
ID01701;0
ID01702;0
ID01703;0
ID01704;1
ID01705;0
ID01706;1
ID01707;0
ID01708;0
ID01709;0
ID01710;0
ID01711;1
ID01712;0
ID01713;0
ID01714;1
ID01715;0
ID01716;0
ID01717;0
ID01718;0
ID01719;0
ID01720;1
ID01721;1
ID01722;0
ID01723;1
ID01724;1
ID01725;0
ID01726;1
ID01727;1
ID01728;0
ID01729;0
ID01730;1
ID01731;0
ID01732;0
ID01733;1
ID01734;0
ID01735;1
ID01736;0
ID01737;1
ID01738;0
ID01739;1
ID01740;0
ID01741;0
ID01742;0
ID01743;0
ID01744;0
ID01745;0
ID01746;1
ID01747;0
ID01748;1
ID01749;1
ID01750;1
ID01751;0
ID01752;0
ID01753;0
ID01754;1
ID01755;0
ID01756;0
ID01757;1
ID01758;1
ID01759;0
ID01760;1
ID01761;1
ID01762;1
ID01763;0
ID01764;1
ID01765;1
ID01766;0
ID01767;0
ID01768;0
ID01769;0
ID01770;0
ID01771;0
ID01772;0
ID01773;0
ID01774;1
ID01775;1
ID01776;0
ID01777;0
ID01778;0
ID01779;1
ID01780;0
ID01781;1
ID01782;1
ID01783;0
ID01784;1
ID01785;1
ID01786;0
ID01787;1
ID01788;1
ID01789;0
ID01790;1
ID01791;1
ID01792;0
ID01793;0
ID01794;0
ID01795;0
ID01796;0
ID01797;0
ID01798;1
ID01799;1
ID01800;1
ID01801;0
ID01802;0
ID01803;0
ID01804;0
ID01805;0
ID01806;0
ID01807;0
ID01808;0
ID01809;0
ID01810;0
ID01811;0
ID01812;0
ID01813;1
ID01814;1
ID01815;0
ID01816;1
ID01817;1
ID01818;0
ID01819;0
ID01820;0
ID01821;0
ID01822;0
ID01823;0
ID01824;0
ID01825;1
ID01826;1
ID01827;0
ID01828;0
ID01829;0
ID01830;1
ID01831;1
ID01832;1
ID01833;0
ID01834;1
ID01835;0
ID01836;1
ID01837;1
ID01838;1
ID01839;0
ID01840;0
ID01841;1
ID01842;0
ID01843;0
ID01844;0
ID01845;0
ID01846;1
ID01847;0
ID01848;1
ID01849;0
ID01850;1
ID01851;1
ID01852;1
ID01853;1
ID01854;0
ID01855;0
ID01856;0
ID01857;0
ID01858;0
ID01859;1
ID01860;0
ID01861;1
ID01862;0
ID01863;1
ID01864;0
ID01865;1
ID01866;0
ID01867;0
ID01868;1
ID01869;1
ID01870;1
ID01871;1
ID01872;0
ID01873;1
ID01874;0
ID01875;1
ID01876;0
ID01877;0
ID01878;0
ID01879;0
ID01880;0
ID01881;0
ID01882;0
ID01883;0
ID01884;1
ID01885;0
ID01886;0
ID01887;0
ID01888;1
ID01889;0
ID01890;0
ID01891;0
ID01892;0
ID01893;0
ID01894;0
ID01895;0
ID01896;0
ID01897;0
ID01898;0
ID01899;0
ID01900;0
ID01901;0
ID01902;0
ID01903;0
ID01904;0
ID01905;0
ID01906;1
ID01907;1
ID01908;0
ID01909;0
ID01910;0
ID01911;1
ID01912;1
ID01913;1
ID01914;0
ID01915;0
ID01916;1
ID01917;0
ID01918;1
ID01919;0
ID01920;1
ID01921;1
ID01922;0
ID01923;0
ID01924;0
ID01925;1
ID01926;0
ID01927;1
ID01928;0
ID01929;0
ID01930;0
ID01931;1
ID01932;1
ID01933;1
ID01934;0
ID01935;0
ID01936;0
ID01937;0
ID01938;0
ID01939;0
ID01940;0
ID01941;0
ID01942;1
ID01943;0
ID01944;1
ID01945;0
ID01946;0
ID01947;1
ID01948;0
ID01949;1
ID01950;0
ID01951;0
ID01952;0
ID01953;0
ID01954;0
ID01955;0
ID01956;1
ID01957;0
ID01958;0
ID01959;0
ID01960;0
ID01961;0
ID01962;1
ID01963;0
ID01964;1
ID01965;0
ID01966;1
ID01967;0
ID01968;0
ID01969;1
ID01970;0
ID01971;0
ID01972;0
ID01973;1
ID01974;0
ID01975;0
ID01976;0
ID01977;0
ID01978;1
ID01979;0
ID01980;0
ID01981;1
ID01982;0
ID01983;1
ID01984;1
ID01985;0
ID01986;0
ID01987;0
ID01988;0
ID01989;0
ID01990;1
ID01991;0
ID01992;0
ID01993;1
ID01994;0
ID01995;1
ID01996;1
ID01997;0
ID01998;0
ID01999;0
ID02000;0
ID02001;1
ID02002;1
ID02003;1
ID02004;0
ID02005;1
ID02006;0
ID02007;0
ID02008;0
ID02009;0
ID02010;0
ID02011;1
ID02012;0
ID02013;1
ID02014;0
ID02015;1
ID02016;1
ID02017;0
ID02018;0
ID02019;1
ID02020;0
ID02021;0
ID02022;0
ID02023;0
ID02024;0
ID02025;0
ID02026;0
ID02027;1
ID02028;0
ID02029;0
ID02030;1
ID02031;0
ID02032;1
ID02033;1
ID02034;0
ID02035;0
ID02036;0
ID02037;1
ID02038;1
ID02039;0
ID02040;1
ID02041;1
ID02042;0
ID02043;1
ID02044;0
ID02045;0
ID02046;0
ID02047;0
ID02048;0
ID02049;1
ID02050;1
ID02051;0
ID02052;0
ID02053;0
ID02054;0
ID02055;0
ID02056;0
ID02057;0
ID02058;1
ID02059;1
ID02060;1
ID02061;0
ID02062;0
ID02063;1
ID02064;1
ID02065;0
ID02066;0
ID02067;0
ID02068;0
ID02069;1
ID02070;0
ID02071;1
ID02072;1
ID02073;1
ID02074;1
ID02075;0
ID02076;1
ID02077;1
ID02078;1
ID02079;1
ID02080;0
ID02081;0
ID02082;0
ID02083;0
ID02084;0
ID02085;1
ID02086;0
ID02087;0
ID02088;1
ID02089;0
ID02090;1
ID02091;0
ID02092;0
ID02093;0
ID02094;0
ID02095;0
ID02096;0
ID02097;0
ID02098;0
ID02099;1
ID02100;0
ID02101;0
ID02102;0
ID02103;0
ID02104;1
ID02105;1
ID02106;0
ID02107;1
ID02108;0
ID02109;0
ID02110;0
ID02111;0
ID02112;0
ID02113;0
ID02114;0
ID02115;1
ID02116;0
ID02117;1
ID02118;0
ID02119;0
ID02120;0
ID02121;1
ID02122;0
ID02123;0
ID02124;1
ID02125;1
ID02126;0
ID02127;1
ID02128;0
ID02129;1
ID02130;1
ID02131;1
ID02132;1
ID02133;0
ID02134;0
ID02135;1
ID02136;0
ID02137;0
ID02138;0
ID02139;0
ID02140;1
ID02141;0
